,Date,ZeroHours,CompleteBlackoutDays,UnitsConsumed,MaxConsumption,MinConsumption,MaxHour,MeanConsumption,StdDev,DayOfTheWeek,UserName,DB
12827,2017-11-09,18,503,0.06,0.01,0.0,01 to 02,0.0025,0.004423258684646914,Thursday,NarayanNayak,DB10 
12828,2017-12-09,22,503,0.02,0.01,0.0,01 to 02,0.0008333333333333334,0.0028232985128663988,Saturday,NarayanNayak,DB10 
12829,2017-09-14,19,503,0.05,0.01,0.0,18 to 19,0.0020833333333333333,0.004148511169990534,Thursday,NarayanNayak,DB10 
12830,2017-09-15,23,503,0.01,0.01,0.0,03 to 04,0.0004166666666666667,0.002041241452319315,Friday,NarayanNayak,DB10 
12831,2017-11-13,20,503,0.04,0.01,0.0,18 to 19,0.0016666666666666668,0.003806934938134405,Monday,NarayanNayak,DB10 
12832,2017-11-14,17,503,0.07,0.01,0.0,00 to 01,0.0029166666666666672,0.0046430562148753645,Tuesday,NarayanNayak,DB10 
12833,2017-11-15,18,503,0.06,0.01,0.0,17 to 18,0.0025,0.004423258684646914,Wednesday,NarayanNayak,DB10 
12834,2017-11-16,17,503,0.07,0.01,0.0,03 to 04,0.0029166666666666672,0.0046430562148753645,Thursday,NarayanNayak,DB10 
12835,2017-11-12,19,503,0.05,0.01,0.0,18 to 19,0.0020833333333333333,0.004148511169990534,Sunday,NarayanNayak,DB10 
12836,2017-12-12,18,503,0.06,0.01,0.0,02 to 03,0.0025,0.004423258684646913,Tuesday,NarayanNayak,DB10 
12837,2017-12-13,21,503,0.03,0.01,0.0,01 to 02,0.00125,0.0033783196234608804,Wednesday,NarayanNayak,DB10 
12838,2017-12-15,17,503,0.07,0.01,0.0,17 to 18,0.0029166666666666672,0.0046430562148753645,Friday,NarayanNayak,DB10 
12839,2017-12-16,12,503,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Saturday,NarayanNayak,DB10 
12840,2017-12-17,11,503,0.13,0.01,0.0,00 to 01,0.005416666666666666,0.005089773777040516,Sunday,NarayanNayak,DB10 
12841,2017-12-18,10,503,0.14,0.01,0.0,00 to 01,0.005833333333333333,0.00503610155185335,Monday,NarayanNayak,DB10 
12842,2017-12-19,10,503,0.14,0.01,0.0,00 to 01,0.005833333333333333,0.00503610155185335,Tuesday,NarayanNayak,DB10 
12843,2017-12-20,8,503,0.16,0.01,0.0,00 to 01,0.006666666666666667,0.004815434123430769,Wednesday,NarayanNayak,DB10 
12844,2017-12-21,8,503,0.16,0.01,0.0,00 to 01,0.006666666666666667,0.004815434123430769,Thursday,NarayanNayak,DB10 
12845,2017-12-22,10,503,0.14,0.01,0.0,00 to 01,0.005833333333333333,0.00503610155185335,Friday,NarayanNayak,DB10 
12846,2017-12-23,8,503,0.16,0.01,0.0,00 to 01,0.006666666666666667,0.004815434123430769,Saturday,NarayanNayak,DB10 
12847,2017-12-24,10,503,0.14,0.01,0.0,00 to 01,0.005833333333333333,0.00503610155185335,Sunday,NarayanNayak,DB10 
12848,2017-12-25,9,503,0.15000000000000002,0.01,0.0,00 to 01,0.00625,0.0049453535504684005,Monday,NarayanNayak,DB10 
12849,2017-12-26,10,503,0.14,0.01,0.0,00 to 01,0.005833333333333333,0.00503610155185335,Tuesday,NarayanNayak,DB10 
12850,2018-04-01,9,503,0.15000000000000002,0.01,0.0,00 to 01,0.00625,0.0049453535504684005,Sunday,NarayanNayak,DB10 
12851,2018-05-01,12,503,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Tuesday,NarayanNayak,DB10 
12852,2018-06-01,14,503,0.1,0.01,0.0,01 to 02,0.004166666666666668,0.00503610155185335,Friday,NarayanNayak,DB10 
12853,2018-07-01,19,503,0.05,0.01,0.0,00 to 01,0.0020833333333333333,0.004148511169990532,Sunday,NarayanNayak,DB10 
12854,2016-01-02,13,463,0.12,0.02,0.0,23 to 24,0.005,0.005897678246195885,Saturday,NarendraNayak,DB10 
12855,2016-02-02,16,463,0.12,0.03,0.0,02 to 03,0.0049999999999999975,0.008846517369293832,Tuesday,NarendraNayak,DB10 
12856,2016-03-02,12,463,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Wednesday,NarendraNayak,DB10 
12857,2016-04-02,17,463,0.11,0.04,0.0,23 to 24,0.004583333333333334,0.009315329426211431,Saturday,NarendraNayak,DB10 
12858,2016-05-02,17,463,0.1,0.04,0.0,06 to 07,0.004166666666666668,0.008805466023105077,Monday,NarendraNayak,DB10 
12859,2016-06-02,17,463,0.12,0.06,0.0,03 to 04,0.0049999999999999975,0.01251086484342448,Thursday,NarendraNayak,DB10 
12860,2016-07-02,15,463,0.12,0.03,0.0,00 to 01,0.0049999999999999975,0.007801894976054944,Saturday,NarendraNayak,DB10 
12861,2016-08-02,15,463,0.11,0.02,0.0,00 to 01,0.0045833333333333325,0.006580053301400786,Tuesday,NarendraNayak,DB10 
12862,2016-09-02,16,463,0.08,0.01,0.0,00 to 01,0.0033333333333333327,0.004815434123430768,Friday,NarendraNayak,DB10 
12863,2016-10-02,18,463,0.13,0.05,0.0,01 to 02,0.005416666666666666,0.012846642825425565,Sunday,NarendraNayak,DB10 
12864,2016-11-02,19,463,0.1,0.04,0.0,08 to 09,0.004166666666666668,0.010179547554081032,Wednesday,NarendraNayak,DB10 
12865,2016-12-02,21,463,0.03,0.01,0.0,03 to 04,0.00125,0.0033783196234608817,Friday,NarendraNayak,DB10 
12866,2016-02-13,19,463,0.05,0.01,0.0,01 to 02,0.0020833333333333333,0.004148511169990534,Saturday,NarendraNayak,DB10 
12867,2016-02-14,21,463,0.03,0.01,0.0,00 to 01,0.00125,0.0033783196234608804,Sunday,NarendraNayak,DB10 
12868,2016-02-16,21,463,0.04,0.02,0.0,21 to 22,0.0016666666666666668,0.004815434123430768,Tuesday,NarendraNayak,DB10 
12869,2016-02-17,21,463,0.1,0.07,0.0,10 to 11,0.004166666666666668,0.01471960144387975,Wednesday,NarendraNayak,DB10 
12870,2016-02-18,17,463,0.15,0.08,0.0,08 to 09,0.00625,0.016632210760527563,Thursday,NarendraNayak,DB10 
12871,2016-02-19,22,463,0.07,0.05,0.0,16 to 17,0.0029166666666666672,0.010826363421183321,Friday,NarendraNayak,DB10 
12872,2016-02-20,23,463,0.1,0.1,0.0,13 to 14,0.004166666666666668,0.020412414523193145,Saturday,NarendraNayak,DB10 
12873,2016-02-21,20,463,0.14,0.11,0.0,14 to 15,0.005833333333333335,0.02244155049023567,Sunday,NarendraNayak,DB10 
12874,2016-02-22,22,463,0.07,0.05,0.0,14 to 15,0.0029166666666666672,0.010826363421183321,Monday,NarendraNayak,DB10 
12875,2016-02-23,23,463,0.06,0.06,0.0,07 to 08,0.0025,0.012247448713915894,Tuesday,NarendraNayak,DB10 
12876,2016-02-25,22,463,0.12,0.1,0.0,13 to 14,0.005,0.02064187386168561,Thursday,NarendraNayak,DB10 
12877,2016-02-26,23,463,0.1,0.1,0.0,05 to 06,0.004166666666666668,0.020412414523193145,Friday,NarendraNayak,DB10 
12878,2016-01-03,18,463,0.06,0.01,0.0,18 to 19,0.0025,0.004423258684646914,Sunday,NarendraNayak,DB10 
12879,2016-02-03,13,463,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040514,Wednesday,NarendraNayak,DB10 
12880,2016-03-03,14,463,0.1,0.01,0.0,00 to 01,0.004166666666666668,0.00503610155185335,Thursday,NarendraNayak,DB10 
12881,2016-04-03,14,463,0.1,0.01,0.0,00 to 01,0.004166666666666668,0.00503610155185335,Sunday,NarendraNayak,DB10 
12882,2016-05-03,19,463,0.05,0.01,0.0,19 to 20,0.0020833333333333333,0.004148511169990534,Tuesday,NarendraNayak,DB10 
12883,2016-06-03,14,463,0.1,0.01,0.0,00 to 01,0.004166666666666668,0.00503610155185335,Friday,NarendraNayak,DB10 
12884,2016-07-03,18,463,0.06,0.01,0.0,02 to 03,0.0025,0.004423258684646914,Sunday,NarendraNayak,DB10 
12885,2016-08-03,17,463,0.07,0.01,0.0,02 to 03,0.0029166666666666672,0.0046430562148753645,Wednesday,NarendraNayak,DB10 
12886,2016-09-03,13,463,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040514,Saturday,NarendraNayak,DB10 
12887,2016-10-03,12,463,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Monday,NarendraNayak,DB10 
12888,2016-11-03,13,463,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040514,Thursday,NarendraNayak,DB10 
12889,2016-12-03,13,463,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040514,Saturday,NarendraNayak,DB10 
12890,2016-03-13,18,463,0.06,0.01,0.0,02 to 03,0.0025,0.004423258684646914,Sunday,NarendraNayak,DB10 
12891,2016-03-14,17,463,0.07,0.01,0.0,01 to 02,0.0029166666666666672,0.0046430562148753645,Monday,NarendraNayak,DB10 
12892,2016-03-15,21,463,0.03,0.01,0.0,01 to 02,0.00125,0.0033783196234608804,Tuesday,NarendraNayak,DB10 
12893,2016-03-16,20,463,0.04,0.01,0.0,18 to 19,0.0016666666666666668,0.003806934938134405,Wednesday,NarendraNayak,DB10 
12894,2016-03-17,18,463,0.06,0.01,0.0,02 to 03,0.0025,0.004423258684646913,Thursday,NarendraNayak,DB10 
12895,2016-03-18,19,463,0.05,0.01,0.0,02 to 03,0.0020833333333333333,0.004148511169990534,Friday,NarendraNayak,DB10 
12896,2016-03-19,13,463,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040515,Saturday,NarendraNayak,DB10 
12897,2016-03-20,16,463,0.08,0.01,0.0,01 to 02,0.0033333333333333327,0.004815434123430768,Sunday,NarendraNayak,DB10 
12898,2016-03-21,18,463,0.06,0.01,0.0,03 to 04,0.0025,0.004423258684646914,Monday,NarendraNayak,DB10 
12899,2016-03-22,18,463,0.06,0.01,0.0,02 to 03,0.0025,0.004423258684646913,Tuesday,NarendraNayak,DB10 
12900,2016-03-23,18,463,0.06,0.01,0.0,02 to 03,0.0025,0.004423258684646913,Wednesday,NarendraNayak,DB10 
12901,2016-03-24,17,463,0.07,0.01,0.0,01 to 02,0.0029166666666666672,0.0046430562148753645,Thursday,NarendraNayak,DB10 
12902,2016-03-25,17,463,0.07,0.01,0.0,00 to 01,0.0029166666666666672,0.0046430562148753645,Friday,NarendraNayak,DB10 
12903,2016-03-26,17,463,0.07,0.01,0.0,03 to 04,0.0029166666666666672,0.0046430562148753645,Saturday,NarendraNayak,DB10 
12904,2016-03-27,12,463,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Sunday,NarendraNayak,DB10 
12905,2016-03-28,14,463,0.1,0.01,0.0,00 to 01,0.004166666666666668,0.00503610155185335,Monday,NarendraNayak,DB10 
12906,2016-03-29,12,463,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Tuesday,NarendraNayak,DB10 
12907,2016-03-30,12,463,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Wednesday,NarendraNayak,DB10 
12908,2016-03-31,12,463,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Thursday,NarendraNayak,DB10 
12909,2016-01-04,13,463,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040514,Monday,NarendraNayak,DB10 
12910,2016-02-04,16,463,0.08,0.01,0.0,02 to 03,0.0033333333333333327,0.004815434123430768,Thursday,NarendraNayak,DB10 
12911,2016-03-04,18,463,0.06,0.01,0.0,02 to 03,0.0025,0.004423258684646913,Friday,NarendraNayak,DB10 
12912,2016-04-04,17,463,0.07,0.01,0.0,01 to 02,0.0029166666666666672,0.0046430562148753645,Monday,NarendraNayak,DB10 
12913,2016-05-04,13,463,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040514,Wednesday,NarendraNayak,DB10 
12914,2016-06-04,13,463,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040514,Saturday,NarendraNayak,DB10 
12915,2016-07-04,13,463,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040515,Monday,NarendraNayak,DB10 
12916,2016-08-04,14,463,0.1,0.01,0.0,00 to 01,0.004166666666666668,0.00503610155185335,Thursday,NarendraNayak,DB10 
12917,2016-09-04,14,463,0.1,0.01,0.0,01 to 02,0.004166666666666668,0.00503610155185335,Sunday,NarendraNayak,DB10 
12918,2016-10-04,12,463,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Tuesday,NarendraNayak,DB10 
12919,2016-11-04,13,463,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040514,Friday,NarendraNayak,DB10 
12920,2016-12-04,12,463,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Sunday,NarendraNayak,DB10 
12921,2016-04-13,20,463,0.04,0.01,0.0,01 to 02,0.0016666666666666668,0.003806934938134403,Wednesday,NarendraNayak,DB10 
12922,2016-04-25,19,463,0.05,0.01,0.0,19 to 20,0.0020833333333333333,0.004148511169990534,Monday,NarendraNayak,DB10 
12923,2016-04-26,12,463,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Tuesday,NarendraNayak,DB10 
12924,2016-04-27,19,463,0.05,0.01,0.0,00 to 01,0.0020833333333333333,0.004148511169990532,Wednesday,NarendraNayak,DB10 
12925,2016-04-29,18,463,0.06,0.01,0.0,18 to 19,0.0025,0.004423258684646914,Friday,NarendraNayak,DB10 
12926,2016-04-30,13,463,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040515,Saturday,NarendraNayak,DB10 
12927,2016-01-05,12,463,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Tuesday,NarendraNayak,DB10 
12928,2016-02-05,14,463,0.1,0.01,0.0,00 to 01,0.004166666666666668,0.00503610155185335,Friday,NarendraNayak,DB10 
12929,2016-03-05,13,463,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040515,Saturday,NarendraNayak,DB10 
12930,2016-04-05,17,463,0.07,0.01,0.0,00 to 01,0.0029166666666666672,0.0046430562148753645,Tuesday,NarendraNayak,DB10 
12931,2016-05-05,17,463,0.07,0.01,0.0,00 to 01,0.0029166666666666672,0.0046430562148753645,Thursday,NarendraNayak,DB10 
12932,2016-06-05,17,463,0.07,0.01,0.0,00 to 01,0.0029166666666666672,0.0046430562148753645,Sunday,NarendraNayak,DB10 
12933,2016-07-05,18,463,0.06,0.01,0.0,00 to 01,0.0025,0.004423258684646913,Tuesday,NarendraNayak,DB10 
12934,2016-08-05,19,463,0.05,0.01,0.0,01 to 02,0.0020833333333333333,0.004148511169990534,Friday,NarendraNayak,DB10 
12935,2016-09-05,19,463,0.05,0.01,0.0,19 to 20,0.0020833333333333333,0.004148511169990534,Monday,NarendraNayak,DB10 
12936,2016-10-05,12,463,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Wednesday,NarendraNayak,DB10 
12937,2016-11-05,14,463,0.1,0.01,0.0,00 to 01,0.004166666666666668,0.00503610155185335,Saturday,NarendraNayak,DB10 
12938,2016-12-05,13,463,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040514,Monday,NarendraNayak,DB10 
12939,2016-05-13,12,463,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Friday,NarendraNayak,DB10 
12940,2016-05-14,13,463,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040514,Saturday,NarendraNayak,DB10 
12941,2016-05-15,12,463,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Sunday,NarendraNayak,DB10 
12942,2016-05-16,13,463,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040514,Monday,NarendraNayak,DB10 
12943,2016-05-17,11,463,0.45,0.13,0.0,21 to 22,0.01875,0.03627341822278702,Tuesday,NarendraNayak,DB10 
12944,2016-05-18,5,463,1.29,0.13,0.0,03 to 04,0.05375000000000001,0.047164144450409895,Wednesday,NarendraNayak,DB10 
12945,2016-05-19,11,463,0.13,0.01,0.0,00 to 01,0.005416666666666666,0.005089773777040516,Thursday,NarendraNayak,DB10 
12946,2016-05-20,16,463,0.08,0.01,0.0,01 to 02,0.0033333333333333327,0.004815434123430768,Friday,NarendraNayak,DB10 
12947,2016-05-21,16,463,0.08,0.01,0.0,00 to 01,0.0033333333333333327,0.004815434123430767,Saturday,NarendraNayak,DB10 
12948,2016-05-22,12,463,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Sunday,NarendraNayak,DB10 
12949,2016-05-23,11,463,0.13,0.01,0.0,02 to 03,0.005416666666666666,0.005089773777040516,Monday,NarendraNayak,DB10 
12950,2016-05-24,13,463,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040514,Tuesday,NarendraNayak,DB10 
12951,2016-05-25,17,463,0.07,0.01,0.0,00 to 01,0.0029166666666666672,0.0046430562148753645,Wednesday,NarendraNayak,DB10 
12952,2016-05-26,17,463,0.07,0.01,0.0,00 to 01,0.0029166666666666672,0.0046430562148753645,Thursday,NarendraNayak,DB10 
12953,2016-05-27,12,463,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Friday,NarendraNayak,DB10 
12954,2016-05-28,17,463,0.07,0.01,0.0,00 to 01,0.0029166666666666672,0.0046430562148753645,Saturday,NarendraNayak,DB10 
12955,2016-05-29,17,463,0.07,0.01,0.0,00 to 01,0.0029166666666666672,0.0046430562148753645,Sunday,NarendraNayak,DB10 
12956,2016-05-30,16,463,0.09,0.02,0.0,23 to 24,0.00375,0.005757792451369143,Monday,NarendraNayak,DB10 
12957,2016-05-31,17,463,0.07,0.01,0.0,00 to 01,0.0029166666666666672,0.0046430562148753645,Tuesday,NarendraNayak,DB10 
12958,2016-01-06,22,463,0.02,0.01,0.0,00 to 01,0.0008333333333333334,0.0028232985128663988,Wednesday,NarendraNayak,DB10 
12959,2017-03-20,17,463,49.13,48.97,0.0,17 to 18,2.0470833333333336,9.994546982432867,Monday,NarendraNayak,DB10 
12960,2017-03-21,8,463,0.32,0.03,0.0,01 to 02,0.013333333333333336,0.011671841502435295,Tuesday,NarendraNayak,DB10 
12961,2017-03-22,13,463,0.18,0.03,0.0,02 to 03,0.0075000000000000015,0.009440891630699336,Wednesday,NarendraNayak,DB10 
12962,2017-03-23,10,463,0.23,0.04,0.0,20 to 21,0.009583333333333329,0.011220775245117838,Thursday,NarendraNayak,DB10 
12963,2017-03-24,8,463,0.35000000000000003,0.03,0.0,02 to 03,0.014583333333333337,0.012150922908825976,Friday,NarendraNayak,DB10 
12964,2017-03-25,6,463,0.39,0.03,0.0,01 to 02,0.016250000000000004,0.01134920031659002,Saturday,NarendraNayak,DB10 
12965,2017-03-26,7,463,0.34,0.04,0.0,22 to 23,0.014166666666666666,0.01212853862900895,Sunday,NarendraNayak,DB10 
12966,2017-03-28,13,463,0.30000000000000004,0.09,0.0,20 to 21,0.012500000000000002,0.02026991774076529,Tuesday,NarendraNayak,DB10 
12967,2017-03-29,4,463,0.42,0.05,0.0,21 to 22,0.0175,0.012247448713915893,Wednesday,NarendraNayak,DB10 
12968,2017-03-30,10,463,0.31,0.04,0.0,21 to 22,0.012916666666666668,0.012676293062133798,Thursday,NarendraNayak,DB10 
12969,2017-03-31,8,463,0.32,0.04,0.0,21 to 22,0.013333333333333334,0.0112931940514656,Friday,NarendraNayak,DB10 
12970,2017-01-04,11,463,0.23,0.03,0.0,02 to 03,0.009583333333333329,0.010417028979206266,Wednesday,NarendraNayak,DB10 
12971,2017-02-04,14,463,0.18000000000000002,0.03,0.0,20 to 21,0.0075000000000000015,0.009890707100936808,Saturday,NarendraNayak,DB10 
12972,2017-03-04,13,463,0.16,0.02,0.0,19 to 20,0.006666666666666667,0.008164965809277261,Saturday,NarendraNayak,DB10 
12973,2017-04-04,10,463,0.31,0.04,0.0,19 to 20,0.012916666666666668,0.013014763077790334,Tuesday,NarendraNayak,DB10 
12974,2017-05-04,11,463,0.28,0.04,0.0,21 to 22,0.011666666666666669,0.012740441145412123,Thursday,NarendraNayak,DB10 
12975,2017-06-04,10,463,0.19,0.03,0.0,20 to 21,0.007916666666666667,0.008836272412331321,Sunday,NarendraNayak,DB10 
12976,2017-07-04,10,463,0.19,0.03,0.0,21 to 22,0.007916666666666667,0.008329709356935241,Tuesday,NarendraNayak,DB10 
12977,2017-08-04,11,463,0.23,0.04,0.0,21 to 22,0.009583333333333334,0.011601786469133206,Friday,NarendraNayak,DB10 
12978,2017-09-04,11,463,0.30000000000000004,0.04,0.0,21 to 22,0.0125,0.013269776053940743,Monday,NarendraNayak,DB10 
12979,2017-10-04,11,463,0.27,0.03,0.0,03 to 04,0.01125,0.01153915828442627,Wednesday,NarendraNayak,DB10 
12980,2017-11-04,12,463,0.26,0.03,0.0,20 to 21,0.010833333333333334,0.01176459931750543,Saturday,NarendraNayak,DB10 
12981,2017-12-04,12,463,0.26,0.05,0.0,20 to 21,0.010833333333333334,0.014719601443879746,Monday,NarendraNayak,DB10 
12982,2017-04-13,11,463,0.29000000000000004,0.05,0.0,19 to 20,0.012083333333333337,0.013824731042801415,Thursday,NarendraNayak,DB10 
12983,2017-04-14,11,463,0.31,0.04,0.0,20 to 21,0.012916666666666668,0.013981094896064248,Friday,NarendraNayak,DB10 
12984,2017-04-15,9,463,0.36,0.04,0.0,21 to 22,0.015,0.013513278493843523,Saturday,NarendraNayak,DB10 
12985,2017-04-16,13,463,0.2,0.03,0.0,03 to 04,0.008333333333333333,0.010494995356656043,Sunday,NarendraNayak,DB10 
12986,2017-04-17,10,463,0.34,0.05,0.0,22 to 23,0.01416666666666667,0.015580552724098263,Monday,NarendraNayak,DB10 
12987,2017-04-18,5,463,0.30000000000000004,0.04,0.0,21 to 22,0.0125,0.010733936430981313,Tuesday,NarendraNayak,DB10 
12988,2017-04-19,10,463,0.32,0.04,0.0,20 to 21,0.013333333333333336,0.013726099121798929,Wednesday,NarendraNayak,DB10 
12989,2017-04-20,7,463,0.33,0.04,0.0,21 to 22,0.013749999999999998,0.0124455335099716,Thursday,NarendraNayak,DB10 
12990,2017-04-21,5,463,0.36,0.04,0.0,19 to 20,0.015000000000000003,0.011420804814403216,Friday,NarendraNayak,DB10 
12991,2017-04-22,9,463,0.33,0.03,0.0,01 to 02,0.013750000000000005,0.0124455335099716,Saturday,NarendraNayak,DB10 
12992,2017-04-23,11,463,0.31,0.04,0.0,19 to 20,0.012916666666666668,0.014288690166235206,Sunday,NarendraNayak,DB10 
12993,2017-04-24,14,463,0.16,0.02,0.0,01 to 02,0.0066666666666666645,0.008681147322824309,Monday,NarendraNayak,DB10 
12994,2017-04-25,17,463,0.17,0.04,0.0,20 to 21,0.007083333333333333,0.012676293062133795,Tuesday,NarendraNayak,DB10 
12995,2017-04-26,14,463,0.24,0.04,0.0,20 to 21,0.01,0.013831281496162492,Wednesday,NarendraNayak,DB10 
12996,2017-04-27,13,463,0.24,0.04,0.0,21 to 22,0.01,0.012510864843424485,Thursday,NarendraNayak,DB10 
12997,2017-04-28,17,463,0.13,0.02,0.0,00 to 01,0.005416666666666667,0.008836272412331323,Friday,NarendraNayak,DB10 
12998,2017-04-29,23,463,0.01,0.01,0.0,08 to 09,0.0004166666666666667,0.002041241452319316,Saturday,NarendraNayak,DB10 
12999,2017-02-05,13,463,0.25,0.04,0.0,21 to 22,0.010416666666666666,0.01428869016623521,Sunday,NarendraNayak,DB10 
13000,2017-03-05,13,463,0.31,0.04,0.0,03 to 04,0.012916666666666665,0.015174110293140941,Sunday,NarendraNayak,DB10 
13001,2017-04-05,9,463,0.33,0.04,0.0,19 to 20,0.013750000000000005,0.012790111669635227,Wednesday,NarendraNayak,DB10 
13002,2017-05-05,10,463,0.31,0.04,0.0,20 to 21,0.012916666666666668,0.013344650993747554,Friday,NarendraNayak,DB10 
13003,2017-06-05,7,463,0.34,0.04,0.0,21 to 22,0.01416666666666667,0.012128538629008952,Monday,NarendraNayak,DB10 
13004,2017-07-05,6,463,0.37,0.04,0.0,21 to 22,0.015416666666666669,0.011787674722451364,Wednesday,NarendraNayak,DB10 
13005,2017-08-05,10,463,0.3200000000000001,0.04,0.0,19 to 20,0.013333333333333336,0.013077250963165893,Saturday,NarendraNayak,DB10 
13006,2017-09-05,11,463,0.30000000000000004,0.04,0.0,19 to 20,0.012500000000000002,0.013593476696403027,Tuesday,NarendraNayak,DB10 
13007,2017-10-05,11,463,0.28,0.04,0.0,19 to 20,0.011666666666666669,0.012394482175782784,Thursday,NarendraNayak,DB10 
13008,2017-11-05,8,463,0.28,0.04,0.0,21 to 22,0.011666666666666669,0.0112931940514656,Sunday,NarendraNayak,DB10 
13009,2017-12-05,11,463,0.31,0.04,0.0,19 to 20,0.012916666666666668,0.013666578295932034,Tuesday,NarendraNayak,DB10 
13010,2017-05-13,8,463,0.34,0.04,0.0,19 to 20,0.01416666666666667,0.013486439781165914,Saturday,NarendraNayak,DB10 
13011,2017-05-14,10,463,0.30000000000000004,0.04,0.0,21 to 22,0.012500000000000002,0.012937979144666531,Sunday,NarendraNayak,DB10 
13012,2017-05-15,9,463,0.31,0.04,0.0,20 to 21,0.012916666666666668,0.012328534123049194,Monday,NarendraNayak,DB10 
13013,2017-05-16,9,463,0.31,0.04,0.0,22 to 23,0.012916666666666668,0.012676293062133795,Tuesday,NarendraNayak,DB10 
13014,2017-05-17,7,463,0.33,0.04,0.0,20 to 21,0.013750000000000005,0.012445533509971605,Wednesday,NarendraNayak,DB10 
13015,2017-05-18,10,463,0.28,0.04,0.0,21 to 22,0.011666666666666669,0.012740441145412123,Thursday,NarendraNayak,DB10 
13016,2017-05-19,6,463,0.28,0.04,0.0,19 to 20,0.011666666666666669,0.010901402648748693,Friday,NarendraNayak,DB10 
13017,2017-05-20,4,463,0.35000000000000003,0.04,0.0,21 to 22,0.014583333333333337,0.01062366786192884,Saturday,NarendraNayak,DB10 
13018,2017-05-21,10,463,0.29000000000000004,0.03,0.0,03 to 04,0.012083333333333337,0.012150922908825976,Sunday,NarendraNayak,DB10 
13019,2017-05-22,7,463,0.31,0.03,0.0,01 to 02,0.012916666666666668,0.010826363421183321,Monday,NarendraNayak,DB10 
13020,2017-05-23,12,463,0.26,0.04,0.0,21 to 22,0.010833333333333334,0.012825472842090013,Tuesday,NarendraNayak,DB10 
13021,2017-05-24,11,463,0.3200000000000001,0.05,0.0,20 to 21,0.013333333333333336,0.014645571126562063,Wednesday,NarendraNayak,DB10 
13022,2017-05-25,8,463,0.31,0.04,0.0,20 to 21,0.012916666666666668,0.012328534123049194,Thursday,NarendraNayak,DB10 
13023,2017-05-26,11,463,0.28,0.04,0.0,21 to 22,0.011666666666666669,0.012740441145412123,Friday,NarendraNayak,DB10 
13024,2017-05-27,11,463,0.26,0.04,0.0,21 to 22,0.010833333333333334,0.01176459931750543,Saturday,NarendraNayak,DB10 
13025,2017-05-28,7,463,0.30000000000000004,0.03,0.0,03 to 04,0.012500000000000002,0.009890707100936804,Sunday,NarendraNayak,DB10 
13026,2017-05-29,8,463,0.30000000000000004,0.04,0.0,20 to 21,0.012500000000000002,0.011515584902738284,Monday,NarendraNayak,DB10 
13027,2017-05-30,12,463,0.26,0.03,0.0,02 to 03,0.010833333333333334,0.01212853862900895,Tuesday,NarendraNayak,DB10 
13028,2017-05-31,9,463,0.27,0.03,0.0,03 to 04,0.01125,0.010759222535351585,Wednesday,NarendraNayak,DB10 
13029,2017-01-06,11,463,0.28,0.04,0.0,20 to 21,0.011666666666666669,0.012740441145412123,Friday,NarendraNayak,DB10 
