,DB,Date,UnitsConsumed
1445,DB06 ,3/28/2016,0.83
1446,DB06 ,3/29/2016,0.82
1447,DB06 ,3/30/2016,0.91
1448,DB06 ,3/31/2016,0.88
1449,DB06 ,4/2/2016,0.92
1450,DB06 ,4/3/2016,1.28
1451,DB06 ,4/4/2016,0.67
1452,DB06 ,4/5/2016,0.33
1453,DB06 ,4/13/2016,0.89
1454,DB06 ,4/14/2016,0.86
1455,DB06 ,4/15/2016,0.68
1456,DB06 ,4/16/2016,0.71
1457,DB06 ,4/17/2016,1.06
1458,DB06 ,4/18/2016,1.11
1459,DB06 ,4/19/2016,0.96
1460,DB06 ,4/20/2016,0.13
1461,DB06 ,4/25/2016,0.71
1462,DB06 ,4/26/2016,0.81
1463,DB06 ,4/27/2016,1.09
1464,DB06 ,4/28/2016,1.1
1465,DB06 ,4/29/2016,0.93
1466,DB06 ,4/30/2016,0.38
1467,DB06 ,5/2/2016,0.91
1468,DB06 ,5/3/2016,1
1469,DB06 ,5/4/2016,0.57
1470,DB06 ,5/5/2016,0.77
1471,DB06 ,5/13/2016,1.87
1472,DB06 ,5/14/2016,1.62
1473,DB06 ,5/15/2016,2.14
1474,DB06 ,5/16/2016,1.95
1475,DB06 ,5/17/2016,1.74
1476,DB06 ,5/18/2016,1.5
1477,DB06 ,5/19/2016,1.61
1478,DB06 ,5/20/2016,0.59
1479,DB06 ,5/21/2016,1.43
1480,DB06 ,5/22/2016,1.53
1481,DB06 ,5/23/2016,1.98
1482,DB06 ,5/24/2016,2.02
1483,DB06 ,5/25/2016,1.77
1484,DB06 ,5/26/2016,1.46
1485,DB06 ,5/27/2016,1.2
1486,DB06 ,5/28/2016,1.12
1487,DB06 ,5/29/2016,1.41
1488,DB06 ,5/30/2016,1.5
1489,DB06 ,5/31/2016,0.86
1490,DB06 ,6/2/2016,0.89
1491,DB06 ,6/3/2016,0.77
1492,DB06 ,6/4/2016,0.65
1493,DB06 ,6/5/2016,0.35
1494,DB06 ,7/2/2016,0.86
1495,DB06 ,7/3/2016,0.78
1496,DB06 ,7/4/2016,0.73
1497,DB06 ,7/5/2016,0.35
1498,DB06 ,8/2/2016,0.84
1499,DB06 ,8/3/2016,0.75
1500,DB06 ,8/4/2016,0.93
1501,DB06 ,8/5/2016,0.28
1502,DB06 ,9/2/2016,0.84
1503,DB06 ,9/3/2016,0.77
1504,DB06 ,9/4/2016,1.19
1505,DB06 ,9/5/2016,0.71
1506,DB06 ,9/11/2016,0.01
1507,DB06 ,10/2/2016,0.92
1508,DB06 ,10/3/2016,0.65
1509,DB06 ,10/4/2016,0.89
1510,DB06 ,10/5/2016,1.53
1511,DB06 ,11/2/2016,0.81
1512,DB06 ,11/3/2016,0.65
1513,DB06 ,11/4/2016,0.87
1514,DB06 ,11/5/2016,1.51
1515,DB06 ,11/14/2016,0.64
1516,DB06 ,11/15/2016,1.08
1517,DB06 ,11/16/2016,0.8
1518,DB06 ,11/17/2016,0.87
1519,DB06 ,11/18/2016,0.82
1520,DB06 ,11/19/2016,0.83
1521,DB06 ,11/20/2016,0.93
1522,DB06 ,11/21/2016,0.78
1523,DB06 ,11/22/2016,0.62
1524,DB06 ,12/2/2016,0.77
1525,DB06 ,12/3/2016,0.72
1526,DB06 ,12/4/2016,0.67
1527,DB06 ,12/5/2016,1.64
1528,DB06 ,1/4/2017,2.41
1529,DB06 ,1/5/2017,1.67
1530,DB06 ,1/6/2017,1.79
1531,DB06 ,1/7/2017,0.4
1532,DB06 ,1/9/2017,0.3
1533,DB06 ,1/11/2017,0.68
1534,DB06 ,2/4/2017,2.18
1535,DB06 ,2/5/2017,1.01
1536,DB06 ,2/6/2017,1.27
1537,DB06 ,2/7/2017,0.4
1538,DB06 ,2/8/2017,0.58
1539,DB06 ,2/9/2017,0.91
1540,DB06 ,2/11/2017,1.1
1541,DB06 ,3/4/2017,2.44
1542,DB06 ,3/5/2017,1.57
1543,DB06 ,3/6/2017,1.13
1544,DB06 ,3/8/2017,1.72
1545,DB06 ,3/9/2017,1.25
1546,DB06 ,3/11/2017,1.29
1547,DB06 ,3/19/2017,1.01
1548,DB06 ,3/20/2017,1.87
1549,DB06 ,3/21/2017,1.92
1550,DB06 ,3/22/2017,0.77
1551,DB06 ,3/23/2017,1.1
1552,DB06 ,3/24/2017,1.19
1553,DB06 ,3/25/2017,1.07
1554,DB06 ,3/26/2017,1.02
1555,DB06 ,3/28/2017,0.99
1556,DB06 ,3/29/2017,1.41
1557,DB06 ,3/30/2017,1.49
1558,DB06 ,3/31/2017,2.32
1559,DB06 ,4/4/2017,1.93
1560,DB06 ,4/5/2017,2.16
1561,DB06 ,4/6/2017,1.55
1562,DB06 ,4/7/2017,1.2
1563,DB06 ,4/8/2017,0.53
1564,DB06 ,4/9/2017,1.69
1565,DB06 ,4/11/2017,0.95
1566,DB06 ,4/13/2017,0.7
1567,DB06 ,4/14/2017,0.98
1568,DB06 ,4/15/2017,0.96
1569,DB06 ,4/16/2017,0.69
1570,DB06 ,4/17/2017,1.61
1571,DB06 ,4/18/2017,2.19
1572,DB06 ,4/19/2017,1.73
1573,DB06 ,4/20/2017,2.06
1574,DB06 ,4/21/2017,1.46
1575,DB06 ,4/22/2017,1.83
1576,DB06 ,4/23/2017,1.71
1577,DB06 ,4/24/2017,1.56
1578,DB06 ,4/25/2017,0.44
1579,DB06 ,4/26/2017,1.41
1580,DB06 ,4/27/2017,1.24
1581,DB06 ,4/28/2017,2.02
1582,DB06 ,4/29/2017,1.94
1583,DB06 ,4/30/2017,2.12
1584,DB06 ,5/4/2017,1.93
1585,DB06 ,5/5/2017,2
1586,DB06 ,5/6/2017,1.71
1587,DB06 ,5/7/2017,1.02
1588,DB06 ,5/8/2017,0.9
1589,DB06 ,5/9/2017,1.57
1590,DB06 ,5/11/2017,1.07
1591,DB06 ,5/13/2017,1.67
1592,DB06 ,5/14/2017,1.76
1593,DB06 ,5/15/2017,1.81
1594,DB06 ,5/16/2017,1.82
1595,DB06 ,5/17/2017,1.69
1596,DB06 ,5/18/2017,1.91
1597,DB06 ,5/19/2017,2.17
1598,DB06 ,5/20/2017,1.87
1599,DB06 ,5/21/2017,1.68
1600,DB06 ,5/22/2017,1.5
1601,DB06 ,5/23/2017,1.37
1602,DB06 ,5/24/2017,1.26
1603,DB06 ,5/25/2017,1.91
1604,DB06 ,5/26/2017,1.59
1605,DB06 ,5/27/2017,2.08
1606,DB06 ,5/28/2017,1.93
1607,DB06 ,5/29/2017,1.47
1608,DB06 ,5/30/2017,1.65
1609,DB06 ,5/31/2017,1.08
1610,DB06 ,6/4/2017,1.91
1611,DB06 ,6/5/2017,2.51
1612,DB06 ,6/6/2017,0.84
1613,DB06 ,6/7/2017,1.3
1614,DB06 ,6/9/2017,1.4
1615,DB06 ,6/11/2017,0.89
1616,DB06 ,6/13/2017,1.72
1617,DB06 ,6/14/2017,1.47
1618,DB06 ,6/15/2017,1.25
1619,DB06 ,6/16/2017,1.42
1620,DB06 ,6/17/2017,1.29
1621,DB06 ,6/18/2017,1.09
1622,DB06 ,6/28/2017,0.55
1623,DB06 ,6/29/2017,0.75
1624,DB06 ,6/30/2017,0.83
1625,DB06 ,7/4/2017,1.93
1626,DB06 ,7/5/2017,2.22
1627,DB06 ,7/6/2017,1.41
1628,DB06 ,7/7/2017,1.25
1629,DB06 ,7/9/2017,1.93
1630,DB06 ,7/11/2017,1.07
1631,DB06 ,7/19/2017,0.71
1632,DB06 ,7/20/2017,1.47
1633,DB06 ,7/21/2017,3.07
1634,DB06 ,7/22/2017,0.33
1635,DB06 ,8/4/2017,1.92
1636,DB06 ,8/5/2017,1.82
1637,DB06 ,8/6/2017,1.27
1638,DB06 ,8/7/2017,1.65
1639,DB06 ,8/9/2017,1.86
1640,DB06 ,8/11/2017,0.97
1641,DB06 ,8/14/2017,0.01
1642,DB06 ,8/18/2017,0.02
1643,DB06 ,8/24/2017,0.22
1644,DB06 ,8/30/2017,1.15
1645,DB06 ,8/31/2017,0.14
1646,DB06 ,9/4/2017,1.9
1647,DB06 ,9/5/2017,1.57
1648,DB06 ,9/6/2017,1.19
1649,DB06 ,9/7/2017,1.72
1650,DB06 ,9/9/2017,1.43
1651,DB06 ,9/11/2017,0.92
1652,DB06 ,9/14/2017,0.54
1653,DB06 ,9/15/2017,1.81
1654,DB06 ,9/16/2017,2.19
1655,DB06 ,9/17/2017,1.27
1656,DB06 ,9/18/2017,0.63
1657,DB06 ,9/20/2017,0.64
1658,DB06 ,9/22/2017,0.74
1659,DB06 ,9/23/2017,1.29
1660,DB06 ,9/24/2017,1.43
1661,DB06 ,9/25/2017,0.24
1662,DB06 ,9/26/2017,0.9
1663,DB06 ,9/27/2017,0.65
1664,DB06 ,10/4/2017,1.85
1665,DB06 ,10/5/2017,1.5
1666,DB06 ,10/6/2017,1.3
1667,DB06 ,10/7/2017,1.05
1668,DB06 ,10/9/2017,1.28
1669,DB06 ,10/11/2017,1.08
1670,DB06 ,10/12/2017,0.01
1671,DB06 ,11/4/2017,0.98
1672,DB06 ,11/5/2017,1.86
1673,DB06 ,11/6/2017,0.7
1674,DB06 ,11/7/2017,0.23
1675,DB06 ,11/9/2017,1.24
1676,DB06 ,11/11/2017,1.06
1677,DB06 ,11/12/2017,0.84
1678,DB06 ,11/13/2017,0.79
1679,DB06 ,11/14/2017,1.24
1680,DB06 ,11/15/2017,1.27
1681,DB06 ,11/16/2017,1.02
1682,DB06 ,11/17/2017,0.01
1683,DB06 ,11/28/2017,0.01
1684,DB06 ,12/4/2017,1.05
1685,DB06 ,12/5/2017,1.48
1686,DB06 ,12/6/2017,1.34
1687,DB06 ,12/9/2017,0.08
1688,DB06 ,12/11/2017,1.09
1689,DB06 ,12/12/2017,1.58
1690,DB06 ,12/13/2017,0.83
1691,DB06 ,12/15/2017,0.71
1692,DB06 ,12/16/2017,1.63
1693,DB06 ,12/17/2017,1.63
1694,DB06 ,12/18/2017,1.65
1695,DB06 ,12/19/2017,1.48
1696,DB06 ,12/20/2017,1.5
1697,DB06 ,12/21/2017,1.7
1698,DB06 ,12/22/2017,1.33
1699,DB06 ,12/23/2017,1.08
1700,DB06 ,12/24/2017,1.2
1701,DB06 ,12/25/2017,1.28
1702,DB06 ,12/26/2017,1.35
1703,DB06 ,4/1/2018,1.22
1704,DB06 ,5/1/2018,1.4
1705,DB06 ,6/1/2018,1.42
1706,DB06 ,7/1/2018,0.55
1707,DB07 ,1/2/2016,0.71
1708,DB07 ,1/3/2016,0.62
1709,DB07 ,1/4/2016,0.94
1710,DB07 ,1/5/2016,1.3
1711,DB07 ,1/6/2016,0.74
1712,DB07 ,2/2/2016,0.71
1713,DB07 ,2/3/2016,0.47
1714,DB07 ,2/4/2016,0.83
1715,DB07 ,2/5/2016,1.82
1716,DB07 ,2/13/2016,0.57
1717,DB07 ,2/14/2016,0.23
1718,DB07 ,2/15/2016,0.4
1719,DB07 ,2/16/2016,0.55
1720,DB07 ,2/17/2016,0.58
1721,DB07 ,2/18/2016,0.65
1722,DB07 ,2/19/2016,0.67
1723,DB07 ,2/20/2016,0.65
1724,DB07 ,2/21/2016,0.63
1725,DB07 ,2/22/2016,0.61
1726,DB07 ,2/23/2016,0.49
1727,DB07 ,2/24/2016,0.58
1728,DB07 ,2/25/2016,0.59
1729,DB07 ,2/26/2016,0.71
1730,DB07 ,2/27/2016,0.63
1731,DB07 ,2/28/2016,0.65
1732,DB07 ,2/29/2016,0.66
1733,DB07 ,3/2/2016,0.82
1734,DB07 ,3/3/2016,0.67
1735,DB07 ,3/4/2016,0.91
1736,DB07 ,3/5/2016,1.96
1737,DB07 ,3/13/2016,0.69
1738,DB07 ,3/14/2016,0.69
1739,DB07 ,3/15/2016,0.62
1740,DB07 ,3/16/2016,0.73
1741,DB07 ,3/17/2016,0.73
1742,DB07 ,3/18/2016,0.75
1743,DB07 ,3/19/2016,0.71
1744,DB07 ,3/20/2016,0.77
1745,DB07 ,3/21/2016,0.77
1746,DB07 ,3/22/2016,0.66
1747,DB07 ,3/23/2016,0.64
1748,DB07 ,3/24/2016,0.7
1749,DB07 ,3/25/2016,0.59
1750,DB07 ,3/26/2016,0.54
1751,DB07 ,3/27/2016,0.88
1752,DB07 ,3/28/2016,0.93
1753,DB07 ,3/29/2016,0.93
1754,DB07 ,3/30/2016,0.77
1755,DB07 ,3/31/2016,0.97
1756,DB07 ,4/2/2016,1.17
1757,DB07 ,4/3/2016,0.68
1758,DB07 ,4/4/2016,1.04
1759,DB07 ,4/5/2016,1.81
1760,DB07 ,4/13/2016,0.8
1761,DB07 ,4/14/2016,0.85
1762,DB07 ,4/15/2016,0.93
1763,DB07 ,4/16/2016,0.93
1764,DB07 ,4/17/2016,1.11
1765,DB07 ,4/18/2016,1.01
1766,DB07 ,4/19/2016,1.05
1767,DB07 ,4/20/2016,0.35
1768,DB07 ,4/25/2016,0.56
1769,DB07 ,4/26/2016,1.13
1770,DB07 ,4/27/2016,1.65
1771,DB07 ,4/28/2016,1.15
1772,DB07 ,4/29/2016,0.81
1773,DB07 ,4/30/2016,0.86
1774,DB07 ,5/2/2016,1.21
1775,DB07 ,5/3/2016,0.64
1776,DB07 ,5/4/2016,1.03
1777,DB07 ,5/5/2016,1.71
1778,DB07 ,5/13/2016,1.59
1779,DB07 ,5/14/2016,1.4
1780,DB07 ,5/15/2016,1.65
1781,DB07 ,5/16/2016,1.8
1782,DB07 ,5/17/2016,1.9
1783,DB07 ,5/18/2016,1.22
1784,DB07 ,5/19/2016,0.64
1785,DB07 ,5/20/2016,0.33
1786,DB07 ,5/21/2016,0.9
1787,DB07 ,5/22/2016,1.7
1788,DB07 ,5/23/2016,1.77
1789,DB07 ,5/24/2016,1.62
1790,DB07 ,5/25/2016,1.47
1791,DB07 ,5/26/2016,1.35
1792,DB07 ,5/27/2016,1.51
1793,DB07 ,5/28/2016,1.44
1794,DB07 ,5/29/2016,1.3
1795,DB07 ,5/30/2016,1.56
1796,DB07 ,5/31/2016,1.16
1797,DB07 ,6/2/2016,0.68
1798,DB07 ,6/3/2016,0.5
1799,DB07 ,6/4/2016,1.05
1800,DB07 ,6/5/2016,1.95
1801,DB07 ,7/2/2016,0.59
1802,DB07 ,7/3/2016,0.56
1803,DB07 ,7/4/2016,0.97
1804,DB07 ,7/5/2016,1.08
1805,DB07 ,8/2/2016,0.62
1806,DB07 ,8/3/2016,0.74
1807,DB07 ,8/4/2016,0.97
1808,DB07 ,8/5/2016,0.8
1809,DB07 ,9/2/2016,0.61
1810,DB07 ,9/3/2016,0.67
1811,DB07 ,9/4/2016,1
1812,DB07 ,9/5/2016,1.43
1813,DB07 ,10/2/2016,0.68
1814,DB07 ,10/3/2016,0.67
1815,DB07 ,10/4/2016,0.95
1816,DB07 ,10/5/2016,1.44
1817,DB07 ,11/2/2016,0.63
1818,DB07 ,11/3/2016,0.67
1819,DB07 ,11/4/2016,0.94
1820,DB07 ,11/5/2016,0.72
1821,DB07 ,12/2/2016,0.56
1822,DB07 ,12/3/2016,0.73
1823,DB07 ,12/4/2016,0.7
1824,DB07 ,12/5/2016,1.28
1825,DB07 ,1/4/2017,1.44
1826,DB07 ,1/5/2017,2.15
1827,DB07 ,1/6/2017,1.95
1828,DB07 ,1/7/2017,0.44
1829,DB07 ,1/9/2017,0.51
1830,DB07 ,1/10/2017,0.43
1831,DB07 ,2/4/2017,1.34
1832,DB07 ,2/5/2017,2.12
1833,DB07 ,2/6/2017,1.69
1834,DB07 ,2/7/2017,0.51
1835,DB07 ,2/8/2017,0.44
1836,DB07 ,2/9/2017,0.88
1837,DB07 ,2/10/2017,0.52
1838,DB07 ,2/11/2017,0.27
1839,DB07 ,3/4/2017,1.11
1840,DB07 ,3/5/2017,1.78
1841,DB07 ,3/6/2017,1.38
1842,DB07 ,3/8/2017,1.07
1843,DB07 ,3/9/2017,1.07
1844,DB07 ,3/10/2017,0.19
1845,DB07 ,3/11/2017,0.59
1846,DB07 ,3/19/2017,0.39
1847,DB07 ,3/20/2017,0.45
1848,DB07 ,3/21/2017,0.3
1849,DB07 ,3/22/2017,0.19
1850,DB07 ,3/23/2017,0.31
1851,DB07 ,3/24/2017,0.38
1852,DB07 ,3/25/2017,0.42
1853,DB07 ,3/26/2017,0.43
1854,DB07 ,3/28/2017,0.73
1855,DB07 ,3/29/2017,0.66
1856,DB07 ,3/30/2017,0.92
1857,DB07 ,3/31/2017,1.22
1858,DB07 ,4/4/2017,1.7
1859,DB07 ,4/5/2017,2.41
1860,DB07 ,4/6/2017,2.4
1861,DB07 ,4/7/2017,0.8
1862,DB07 ,4/8/2017,0.63
1863,DB07 ,4/9/2017,1.58
1864,DB07 ,4/10/2017,0.3
1865,DB07 ,4/11/2017,0.47
1866,DB07 ,4/13/2017,1.57
1867,DB07 ,4/14/2017,1.86
1868,DB07 ,4/15/2017,2.04
1869,DB07 ,4/16/2017,1.61
1870,DB07 ,4/17/2017,2.08
1871,DB07 ,4/18/2017,3.01
1872,DB07 ,4/19/2017,2.11
1873,DB07 ,4/20/2017,1.94
1874,DB07 ,4/21/2017,2.04
1875,DB07 ,4/22/2017,2.6
1876,DB07 ,4/23/2017,2.22
1877,DB07 ,4/24/2017,2.39
1878,DB07 ,4/25/2017,2.4
1879,DB07 ,4/26/2017,2.15
1880,DB07 ,4/27/2017,1.48
1881,DB07 ,4/28/2017,2.61
1882,DB07 ,4/29/2017,2.24
1883,DB07 ,4/30/2017,1.84
1884,DB07 ,5/4/2017,1.63
1885,DB07 ,5/5/2017,1.81
1886,DB07 ,5/6/2017,2.12
1887,DB07 ,5/7/2017,0.73
1888,DB07 ,5/8/2017,0.48
1889,DB07 ,5/9/2017,1.5
1890,DB07 ,5/10/2017,0.5
1891,DB07 ,5/11/2017,0.54
1892,DB07 ,5/13/2017,2.48
1893,DB07 ,5/14/2017,2.34
1894,DB07 ,5/15/2017,2.57
1895,DB07 ,5/16/2017,2.49
1896,DB07 ,5/17/2017,2.77
1897,DB07 ,5/18/2017,2.13
1898,DB07 ,5/19/2017,1.23
1899,DB07 ,5/20/2017,2.61
1900,DB07 ,5/21/2017,2.21
1901,DB07 ,5/22/2017,2.64
1902,DB07 ,5/23/2017,3.31
1903,DB07 ,5/24/2017,2.69
1904,DB07 ,5/25/2017,2.28
1905,DB07 ,5/26/2017,2.46
1906,DB07 ,5/27/2017,2.15
1907,DB07 ,5/28/2017,3.28
1908,DB07 ,5/29/2017,3.27
1909,DB07 ,5/30/2017,3.03
1910,DB07 ,5/31/2017,2.19
1911,DB07 ,6/4/2017,1.53
1912,DB07 ,6/5/2017,1.92
1913,DB07 ,6/6/2017,1.34
1914,DB07 ,6/7/2017,1.5
1915,DB07 ,6/9/2017,1.09
1916,DB07 ,6/10/2017,0.74
1917,DB07 ,6/11/2017,0.49
1918,DB07 ,6/13/2017,2.71
1919,DB07 ,6/14/2017,2.27
1920,DB07 ,6/15/2017,2.25
1921,DB07 ,6/16/2017,1.5
1922,DB07 ,6/17/2017,1.09
1923,DB07 ,6/18/2017,1.58
1924,DB07 ,6/28/2017,0.51
1925,DB07 ,6/29/2017,1.23
1926,DB07 ,6/30/2017,1.4
1927,DB07 ,7/4/2017,1.69
1928,DB07 ,7/5/2017,2.19
1929,DB07 ,7/6/2017,2.05
1930,DB07 ,7/7/2017,1.06
1931,DB07 ,7/9/2017,1.31
1932,DB07 ,7/10/2017,0.34
1933,DB07 ,7/11/2017,0.48
1934,DB07 ,7/19/2017,0.38
1935,DB07 ,7/20/2017,0.81
1936,DB07 ,7/21/2017,1.65
1937,DB07 ,7/22/2017,0.35
1938,DB07 ,8/4/2017,1.53
1939,DB07 ,8/5/2017,1.71
1940,DB07 ,8/6/2017,2.29
1941,DB07 ,8/7/2017,1.87
1942,DB07 ,8/9/2017,1.62
1943,DB07 ,8/10/2017,0.24
1944,DB07 ,8/11/2017,0.53
1945,DB07 ,8/18/2017,0.02
1946,DB07 ,8/24/2017,0.04
1947,DB07 ,8/30/2017,0.55
1948,DB07 ,8/31/2017,0.14
1949,DB07 ,9/4/2017,1.59
1950,DB07 ,9/5/2017,2.5
1951,DB07 ,9/6/2017,1.7
1952,DB07 ,9/7/2017,1.1
1953,DB07 ,9/9/2017,1.38
1954,DB07 ,9/11/2017,0.51
1955,DB07 ,9/14/2017,0.32
1956,DB07 ,9/15/2017,0.59
1957,DB07 ,9/16/2017,1.28
1958,DB07 ,9/17/2017,1.28
1959,DB07 ,9/18/2017,0.47
1960,DB07 ,9/20/2017,0.32
1961,DB07 ,9/22/2017,0.58
1962,DB07 ,9/23/2017,1.13
1963,DB07 ,9/24/2017,0.52
1964,DB07 ,9/25/2017,0.86
1965,DB07 ,9/26/2017,0.62
1966,DB07 ,9/27/2017,0.83
1967,DB07 ,9/28/2017,0.84
1968,DB07 ,9/29/2017,0.94
1969,DB07 ,9/30/2017,0.62
1970,DB07 ,10/4/2017,1.64
1971,DB07 ,10/5/2017,2.35
1972,DB07 ,10/6/2017,2.5
1973,DB07 ,10/7/2017,0.95
1974,DB07 ,10/9/2017,1.27
1975,DB07 ,10/11/2017,0.5
1976,DB07 ,10/12/2017,0.02
1977,DB07 ,11/4/2017,1.09
1978,DB07 ,11/5/2017,2.76
1979,DB07 ,11/6/2017,1.96
1980,DB07 ,11/7/2017,0.3
1981,DB07 ,11/9/2017,1.16
1982,DB07 ,11/11/2017,0.56
1983,DB07 ,11/12/2017,0.44
1984,DB07 ,11/13/2017,0.37
1985,DB07 ,11/14/2017,0.59
1986,DB07 ,11/15/2017,0.53
1987,DB07 ,11/16/2017,0.63
1988,DB07 ,11/17/2017,0.04
1989,DB07 ,12/4/2017,1.09
1990,DB07 ,12/5/2017,1.76
1991,DB07 ,12/6/2017,2.29
1992,DB07 ,12/9/2017,0.05
1993,DB07 ,12/11/2017,0.7
1994,DB07 ,12/12/2017,0.75
1995,DB07 ,12/13/2017,0.51
1996,DB07 ,12/15/2017,0.4
1997,DB07 ,12/16/2017,0.56
1998,DB07 ,12/17/2017,0.49
1999,DB08 ,1/2/2016,1.09
2000,DB08 ,1/3/2016,0.98
2001,DB08 ,1/4/2016,0.9
2002,DB08 ,1/5/2016,1.67
2003,DB08 ,1/6/2016,0.68
2004,DB08 ,2/2/2016,0.99
2005,DB08 ,2/3/2016,1.03
2006,DB08 ,2/4/2016,0.67
2007,DB08 ,2/5/2016,1.98
2008,DB08 ,2/13/2016,0.72
2009,DB08 ,2/14/2016,0.17
2010,DB08 ,2/15/2016,0.48
2011,DB08 ,2/16/2016,0.76
2012,DB08 ,2/17/2016,0.8
2013,DB08 ,2/18/2016,0.72
2014,DB08 ,2/19/2016,0.76
2015,DB08 ,2/20/2016,0.92
2016,DB08 ,2/21/2016,1.11
2017,DB08 ,2/22/2016,0.85
2018,DB08 ,2/23/2016,1.02
2019,DB08 ,2/24/2016,0.74
2020,DB08 ,2/25/2016,0.63
2021,DB08 ,2/26/2016,0.73
2022,DB08 ,2/27/2016,0.55
2023,DB08 ,2/28/2016,0.86
2024,DB08 ,2/29/2016,0.9
2025,DB08 ,3/2/2016,0.88
2026,DB08 ,3/3/2016,0.9
2027,DB08 ,3/4/2016,0.93
2028,DB08 ,3/5/2016,2.07
2029,DB08 ,3/13/2016,0.6
2030,DB08 ,3/14/2016,0.89
2031,DB08 ,3/15/2016,0.93
2032,DB08 ,3/16/2016,0.97
2033,DB08 ,3/17/2016,0.72
2034,DB08 ,3/18/2016,0.65
2035,DB08 ,3/19/2016,1.23
2036,DB08 ,3/20/2016,0.55
2037,DB08 ,3/21/2016,0.51
2038,DB08 ,3/22/2016,0.56
2039,DB08 ,3/23/2016,0.58
2040,DB08 ,3/24/2016,0.55
2041,DB08 ,3/25/2016,0.55
2042,DB08 ,3/26/2016,0.52
2043,DB08 ,3/27/2016,0.64
2044,DB08 ,3/28/2016,0.56
2045,DB08 ,3/29/2016,0.43
2046,DB08 ,3/30/2016,0.54
2047,DB08 ,3/31/2016,0.74
2048,DB08 ,4/2/2016,0.38
2049,DB08 ,4/3/2016,0.81
2050,DB08 ,4/4/2016,0.93
2051,DB08 ,4/5/2016,1.75
2052,DB08 ,4/13/2016,1.74
2053,DB08 ,4/14/2016,1.85
2054,DB08 ,4/15/2016,1.61
2055,DB08 ,4/16/2016,0.22
2056,DB08 ,4/19/2016,0.05
2057,DB08 ,4/20/2016,0.05
2058,DB08 ,4/25/2016,0.44
2059,DB08 ,4/26/2016,0.96
2060,DB08 ,4/27/2016,1.92
2061,DB08 ,4/28/2016,1.58
2062,DB08 ,4/29/2016,1.21
2063,DB08 ,4/30/2016,1.32
2064,DB08 ,5/2/2016,0.59
2065,DB08 ,5/3/2016,1.08
2066,DB08 ,5/4/2016,0.86
2067,DB08 ,5/5/2016,1.92
2068,DB08 ,5/13/2016,1.92
2069,DB08 ,5/14/2016,1.77
2070,DB08 ,5/15/2016,1.26
2071,DB08 ,5/16/2016,1.14
2072,DB08 ,5/17/2016,1.4
2073,DB08 ,5/18/2016,1.87
2074,DB08 ,5/19/2016,1.94
2075,DB08 ,5/20/2016,1.36
2076,DB08 ,5/21/2016,1.64
2077,DB08 ,5/22/2016,1.45
2078,DB08 ,5/23/2016,2.2
2079,DB08 ,5/24/2016,1.78
2080,DB08 ,5/25/2016,1.57
2081,DB08 ,5/26/2016,1.51
2082,DB08 ,5/27/2016,1.61
2083,DB08 ,5/28/2016,1.81
2084,DB08 ,5/29/2016,1.67
2085,DB08 ,5/30/2016,1.45
2086,DB08 ,5/31/2016,1.51
2087,DB08 ,6/2/2016,0.3
2088,DB08 ,6/3/2016,1.23
2089,DB08 ,6/4/2016,0.81
2090,DB08 ,6/5/2016,2.21
2091,DB08 ,7/2/2016,0.56
2092,DB08 ,7/3/2016,1.12
2093,DB08 ,7/4/2016,0.73
2094,DB08 ,7/5/2016,2.02
2095,DB08 ,8/2/2016,0.61
2096,DB08 ,8/3/2016,1.04
2097,DB08 ,8/4/2016,1.03
2098,DB08 ,8/5/2016,1.64
2099,DB08 ,9/2/2016,2.83
2100,DB08 ,9/3/2016,1.07
2101,DB08 ,9/4/2016,1.06
2102,DB08 ,9/5/2016,1.5
2103,DB08 ,10/2/2016,3.19
2104,DB08 ,10/3/2016,0.89
2105,DB08 ,10/4/2016,0.89
2106,DB08 ,10/5/2016,1.66
2107,DB08 ,11/2/2016,1.28
2108,DB08 ,11/3/2016,0.79
2109,DB08 ,11/4/2016,0.99
2110,DB08 ,11/5/2016,1.63
2111,DB08 ,12/2/2016,0.75
2112,DB08 ,12/3/2016,0.02
2113,DB08 ,12/4/2016,1.09
2114,DB08 ,12/5/2016,1.51
2115,DB08 ,1/4/2017,2.65
2116,DB08 ,1/5/2017,2.57
2117,DB08 ,1/6/2017,2
2118,DB08 ,1/7/2017,1.03
2119,DB08 ,1/9/2017,0.14
2120,DB08 ,1/10/2017,0.9
2121,DB08 ,2/4/2017,2.31
2122,DB08 ,2/5/2017,3.33
2123,DB08 ,2/6/2017,2.86
2124,DB08 ,2/7/2017,0.46
2125,DB08 ,2/9/2017,0.34
2126,DB08 ,2/10/2017,0.71
2127,DB08 ,2/11/2017,0.01
2128,DB08 ,3/4/2017,1.67
2129,DB08 ,3/5/2017,2.86
2130,DB08 ,3/6/2017,2.35
2131,DB08 ,3/9/2017,0.25
2132,DB08 ,3/10/2017,0.86
2133,DB08 ,3/11/2017,0.42
2134,DB08 ,3/19/2017,0.54
2135,DB08 ,3/20/2017,0.77
2136,DB08 ,3/21/2017,0.97
2137,DB08 ,3/22/2017,1.05
2138,DB08 ,3/23/2017,1.17
2139,DB08 ,3/24/2017,1.98
2140,DB08 ,3/25/2017,1.85
2141,DB08 ,3/26/2017,2.41
2142,DB08 ,3/28/2017,2.89
2143,DB08 ,3/29/2017,2.64
